x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
373,681,658,996,703,943,311,398,832,602
195,603,660,1145,1019,543,306,775,588,690
796,34,667,1630,959,933,298,1087,610,1362
67,929,671,918,1181,1124,292,933,732,536
861,994,663,571,961,688,302,852,1127,788
1093,534,658,673,404,630,303,73,737,1421
467,858,667,206,773,894,297,374,931,688
522,28,677,1196,1214,559,302,1197,701,601
635,426,658,946,848,702,292,1177,900,669
460,815,667,786,915,871,287,1291,449,1078
528,757,666,1027,580,692,297,269,1020,789
958,539,663,1026,618,645,291,35,1089,977
982,270,666,726,850,739,295,1452,360,1150
896,807,662,895,587,681,279,1058,669,988
830,764,659,887,1346,733,297,1180,639,1304
992,296,676,1021,1115,605,281,564,849,1252
777,501,667,750,508,861,286,655,1005,1060
1067,618,662,1084,168,534,287,598,1198,775
1598,708,659,559,445,805,281,436,819,888
686,639,676,1357,717,599,289,739,794,1187
1029,-117,669,263,722,417,282,505,1003,1179
999,333,667,1153,1088,651,272,1334,1350,1185
-116,388,657,532,1069,471,280,634,997,448
607,982,673,672,1055,585,266,-175,1417,731
597,560,672,867,521,596,267,608,749,1152
975,701,672,883,1448,639,272,1077,342,669
214,686,657,844,1065,931,265,1357,1022,969
412,640,669,708,879,965,282,1241,356,1001
1196,912,667,1071,559,986,271,1251,911,1018
591,794,676,295,514,573,265,666,869,1301
455,393,664,1104,702,224,261,1105,788,1048
-234,-91,658,1011,799,794,264,1229,690,974
432,15,677,805,663,1038,263,143,660,1220
574,-262,671,1589,1024,857,275,587,934,535
494,399,658,1121,671,915,277,496,1184,1334
586,305,667,1270,804,743,270,1180,841,1206
578,1115,666,892,690,593,274,1244,1239,1003
418,48,661,1298,846,527,279,1344,692,812
912,538,658,253,887,804,261,549,1128,944
721,1221,667,720,320,765,269,618,526,1052
1208,357,676,538,830,634,275,1009,1369,862
427,206,663,1036,586,912,273,927,1097,1575
1199,269,674,483,587,797,269,148,814,931
222,745,667,646,786,1108,261,379,699,519
413,851,669,604,1179,907,257,897,871,1070
644,754,670,383,663,316,266,211,641,757
1272,943,672,779,1013,796,252,575,873,1275
568,1203,667,905,518,949,261,123,1035,1044
635,1359,669,773,921,1099,251,1106,564,909
614,790,665,665,1384,663,254,846,1146,744
829,465,668,787,617,409,251,435,326,675
481,459,674,625,692,690,260,496,267,1154
1343,345,667,898,1205,516,268,460,231,853
1208,919,674,614,831,713,265,780,783,675
230,724,665,529,882,787,268,1263,823,887
443,590,666,1165,49,845,278,686,757,469
711,519,673,831,1114,597,282,1086,641,1342
478,509,658,149,328,795,270,1068,902,1440
921,870,667,506,548,798,280,472,851,787
655,783,666,804,916,459,291,915,847,993
342,472,661,634,163,736,295,735,511,354
1120,252,664,524,356,745,295,1199,809,640
490,964,668,29,252,859,296,644,1245,1265
423,369,661,640,1002,972,282,1155,654,1577
867,749,673,775,969,600,297,563,715,893
1491,538,668,420,814,749,288,568,1072,176
886,619,666,931,915,683,298,802,890,1314
516,715,657,978,1190,728,291,997,901,776
862,863,657,832,395,542,295,744,1123,735
474,935,667,817,73,248,288,488,1229,805
822,742,666,540,654,928,299,599,1063,590
711,962,672,300,569,643,291,511,525,1056
551,900,673,655,515,940,301,668,1168,972
1015,-194,666,612,780,508,302,573,988,1423
316,754,670,266,786,399,304,231,1125,1513
299,794,658,1267,1239,683,306,727,738,596
197,152,661,710,761,726,299,875,1344,913
482,792,665,701,596,1097,309,1276,1252,751
673,581,669,840,391,726,319,619,861,1267
952,205,672,755,633,980,315,719,834,1039
729,289,657,570,505,711,319,511,907,1047
817,527,655,828,658,998,310,250,359,891
1112,307,658,1478,752,710,310,-283,692,915
691,491,667,304,1168,461,310,1145,629,1085
969,933,664,791,700,1178,320,778,828,762
380,654,660,591,647,968,314,1372,381,680
261,508,661,300,605,909,325,531,825,367
304,334,664,804,1200,816,335,683,802,620
702,589,669,1006,690,855,337,718,958,686
1115,61,669,938,1195,892,326,950,1291,1471
400,1073,664,638,799,897,336,782,1190,603
8,278,670,358,1126,911,331,857,940,606
1083,830,659,663,863,392,327,885,67,769
1109,801,663,656,1074,801,339,763,427,1281
162,203,654,863,594,416,326,843,437,1028
509,616,664,618,958,786,338,902,847,1481
1410,866,661,604,543,1017,331,614,837,114
637,485,674,781,1141,926,333,1005,983,747
562,424,665,797,587,815,343,1489,1040,767
859,1080,666,1071,825,1042,331,215,768,303
978,1048,665,611,1026,848,330,724,556,778
1332,-67,664,344,1151,1141,340,991,1054,401
695,176,661,961,1135,766,341,246,869,846
395,198,654,866,445,708,335,554,735,914
838,295,669,1005,655,393,339,889,1102,134
718,687,667,983,1098,634,334,956,1180,1407
588,850,674,1043,820,881,345,178,701,460
1468,-128,659,845,648,925,335,430,1071,593
582,883,664,880,763,902,344,1034,914,592
45,379,671,475,665,742,348,860,642,1060
808,932,670,630,773,550,343,1030,856,714
572,-33,663,464,995,867,352,585,780,1040
381,460,663,635,715,874,363,847,504,500
864,967,661,804,1299,670,356,1421,810,510
710,1310,672,468,1093,999,367,838,801,544
1038,720,663,870,981,862,372,612,486,946
394,580,668,283,684,978,372,803,788,595
184,497,670,705,1219,874,377,1463,798,987
639,366,659,1025,1236,822,374,1179,1054,545
451,760,663,372,1313,856,378,521,794,545
923,345,664,613,859,741,381,1018,711,1066
239,435,659,1426,671,502,379,722,556,445
285,1283,663,513,669,1077,369,623,656,727
546,325,656,459,1374,606,370,775,652,794
1352,687,656,1133,801,434,375,1012,814,1214
703,-159,658,498,639,812,363,874,1010,860
497,399,663,775,855,919,369,1345,531,1116
167,388,666,1016,997,501,378,506,865,1027
365,453,663,910,924,1024,368,445,1009,1073
936,864,670,966,558,743,358,813,1194,963
522,796,669,639,1183,662,368,882,972,668
1208,698,666,644,710,756,366,896,636,1028
508,498,670,803,816,429,363,811,563,908
392,1300,662,478,445,861,376,768,743,878
413,759,673,793,914,804,373,979,1036,901
581,890,662,612,891,991,367,951,382,555
1373,458,665,521,1107,510,366,1130,907,912
637,42,660,729,406,812,363,969,358,688
877,79,661,659,52,1022,352,519,1096,1232
26,438,668,810,97,673,344,960,722,843
458,179,653,696,524,782,352,593,988,1090
331,331,660,784,862,980,344,980,486,257
669,293,657,845,573,512,351,690,762,551
873,849,658,1328,765,801,352,396,896,1006
303,-24,667,958,907,650,337,697,769,573
-90,441,659,434,1075,637,330,1298,785,1480
983,714,653,885,721,654,320,1394,789,1018
237,664,651,706,1224,559,322,714,910,774
296,410,653,502,996,706,326,1006,538,953
434,305,659,136,1180,709,317,1079,1010,1031
121,777,651,509,565,719,324,489,952,941
447,-109,664,587,702,818,311,804,609,843
681,579,659,467,735,398,302,1191,1106,768
463,-150,659,722,1142,639,297,1357,1040,686
255,748,667,1102,108,494,307,797,1237,755
296,664,659,929,986,1100,300,980,568,860
393,1065,655,752,705,777,298,913,598,739
430,883,654,285,544,739,310,1159,692,229
990,1093,659,739,999,240,299,651,624,641
273,761,668,635,571,465,305,841,408,669
374,278,665,576,1098,472,295,1254,463,1017
800,324,653,860,953,671,299,870,1177,1356
-752,666,653,405,641,944,292,835,794,967
1416,580,666,995,597,733,306,1167,922,1249
555,-408,659,1024,832,638,298,1047,651,911
660,699,664,488,1288,839,290,500,1201,681
293,285,652,1171,496,560,306,585,1049,905
829,446,659,1102,649,814,297,408,860,752
120,399,663,533,385,479,288,1042,640,882
391,760,657,993,853,496,293,832,1221,663
864,-16,652,1290,1263,575,296,608,1126,609
1188,669,657,732,792,740,294,1198,628,1279
171,-162,650,546,1042,882,296,717,948,842
1409,772,663,635,569,822,291,984,907,669
658,406,659,663,1072,1108,281,1231,756,359
1149,911,655,641,1040,909,274,858,712,941
249,645,667,678,943,462,281,237,1093,1012
1145,1021,655,879,527,730,273,627,669,1218
199,829,659,530,9,946,263,1598,635,1198
404,1329,664,1080,956,1006,256,618,772,644
434,496,664,630,1113,599,270,859,758,945
806,432,668,962,978,840,262,1296,877,1144
1042,393,653,690,1283,688,267,544,769,1261
731,264,651,119,688,672,270,1131,531,1498
555,801,659,668,654,748,262,463,1066,514
569,676,649,764,1557,580,270,706,612,1050
216,759,654,660,260,429,259,663,1193,888
732,355,663,444,263,1000,253,861,982,818
1145,718,659,732,941,588,267,835,979,810
1572,170,652,786,542,856,255,900,679,918
1211,1011,660,300,959,1289,262,716,992,865
317,15,652,955,676,846,265,1188,902,809
394,401,664,753,665,1004,254,281,1041,1051
600,481,652,556,560,793,270,1098,559,994
1011,-359,669,445,625,797,259,931,949,1009
1026,551,661,543,838,1040,266,461,831,1308
536,575,665,500,1407,383,258,911,733,1293
552,418,668,944,1366,970,258,691,876,681
1402,-51,670,717,757,785,265,1281,806,1032
1200,851,669,915,788,692,272,662,689,831
344,789,663,416,621,833,281,404,857,1179
690,798,667,701,1041,719,274,964,728,661
599,266,659,734,679,1021,273,693,844,708
1004,1316,658,142,661,674,279,977,873,355
932,861,657,849,-73,999,285,739,757,535
575,341,659,692,975,579,288,593,941,647
619,835,664,933,1184,501,279,1382,1194,959
1070,82,663,365,669,743,289,1271,852,571
1541,905,657,616,1212,976,293,1068,1007,1342
1137,1261,664,1073,336,747,289,501,815,1014
687,733,653,973,697,1005,283,549,920,480
1689,366,663,323,864,559,292,920,996,1056
673,653,657,1139,792,622,293,946,636,804
1217,1286,672,429,166,1108,293,971,839,930
789,346,655,804,311,850,294,512,731,766
32,776,663,996,946,788,301,252,679,1183
436,784,654,779,879,411,304,1228,805,1133
271,415,667,363,752,645,299,846,759,1245
716,1221,663,782,743,1117,303,971,835,856
30,-114,667,1085,1157,882,299,253,1015,784
555,700,653,1261,826,836,308,123,512,980
129,575,663,880,928,817,302,908,851,1398
906,642,660,1265,829,763,303,1046,952,1305
698,793,654,217,898,774,312,1036,944,739
794,237,655,1081,659,618,300,661,640,735
1158,788,661,959,774,476,300,912,909,911
945,466,663,915,716,607,312,240,1047,1075
338,608,665,1078,784,701,309,997,368,1098
579,4,668,836,1046,896,314,834,329,632
553,209,658,1040,1038,533,314,718,689,640
808,435,660,997,770,712,310,778,735,815
182,672,659,870,165,528,320,583,923,881
578,385,663,724,619,995,330,928,495,1026
402,822,659,686,826,637,339,788,1186,464
689,1043,670,408,629,953,333,519,595,794
1205,613,665,854,615,892,342,527,958,791
900,1254,663,812,978,828,350,1090,802,706
625,648,673,1325,887,867,347,421,948,695
268,-65,665,549,517,998,344,917,637,960
1226,131,656,973,878,805,343,795,805,794
657,204,665,534,965,996,348,675,804,857
1105,469,657,884,735,788,345,767,1261,1096
659,282,669,502,488,618,350,1064,743,798
804,635,662,998,878,673,341,1114,938,1127
441,634,666,785,647,932,351,574,920,892
394,702,670,699,931,641,359,912,615,680
315,1061,659,1184,704,448,343,856,372,1071
1054,762,673,939,826,532,343,1497,611,925
673,623,671,830,195,631,349,1220,392,793
785,401,662,491,811,576,355,1092,653,1138
644,898,664,861,477,529,354,904,546,1161
383,-176,666,1058,1092,860,364,619,332,1114
960,-64,666,386,619,1033,370,1185,1144,695
1331,154,665,1100,230,705,364,919,866,855
430,389,671,622,735,774,363,920,546,668
495,19,667,636,1140,629,355,790,727,976
692,46,666,409,1047,748,365,588,1388,1020
340,578,670,475,816,635,364,-69,976,339
281,114,667,900,798,822,367,1442,826,882
127,1073,658,561,611,591,372,575,600,1401
1036,618,656,685,942,1042,364,831,831,1059
-51,597,660,895,608,448,367,1019,1278,878
922,544,667,852,1522,724,375,314,775,607
112,459,667,663,872,757,366,1037,757,785
425,583,658,781,1251,1022,378,1130,892,1362
796,709,660,316,1154,453,372,314,1177,540
417,371,669,618,385,883,376,1000,990,1330
1202,-98,666,709,204,558,366,1106,907,294
933,754,669,451,423,583,360,206,634,1407
115,449,671,749,326,924,368,899,843,696
378,674,665,832,595,653,371,699,897,814
121,99,675,725,848,219,365,1610,940,391
446,634,671,672,558,864,356,736,517,347
900,575,666,1068,531,629,365,1189,525,688
760,134,674,405,1049,843,375,921,540,636
614,699,660,750,620,591,372,906,955,725
1044,325,660,1206,902,759,366,675,394,577
578,75,674,361,1371,1035,372,538,796,1424
362,125,672,772,677,718,364,439,973,996
755,349,665,341,769,710,356,1956,861,363
696,491,672,780,1067,1247,349,215,1090,758
797,262,673,271,915,862,350,397,633,959
443,696,660,23,982,564,349,683,599,1247
517,-99,664,609,574,605,363,1598,953,635
1458,1060,667,725,691,726,348,698,1050,664
672,797,663,796,502,581,338,529,456,1318
873,100,671,829,862,773,348,477,317,1216
1169,313,659,454,917,365,345,804,797,1263
941,502,667,1213,908,297,345,1320,920,1054
580,566,662,699,1063,1009,336,351,626,977
263,764,671,1022,-17,910,342,1515,1054,738
447,380,663,514,1361,781,335,909,810,1177
606,871,666,891,860,1249,332,555,1155,805
1446,1080,661,696,946,817,332,935,546,430
244,289,671,372,1002,709,331,1365,394,1304
483,712,664,925,744,763,343,430,704,425
768,909,663,439,1402,912,333,774,853,1104
683,674,654,939,762,669,343,445,832,1318
444,744,664,729,970,888,332,932,765,1102
545,98,661,452,540,808,334,588,1233,803
913,708,666,932,1075,891,323,885,897,1406
716,529,661,671,834,659,314,300,513,1257
1588,380,664,609,1261,1098,319,540,771,656
713,49,667,690,462,687,311,608,1171,745
879,-49,666,452,395,1009,318,400,1117,988
1397,738,670,656,620,1093,319,568,657,980
672,594,661,812,581,755,313,1024,709,423
802,478,670,1026,691,645,306,511,672,1028
755,409,670,492,880,704,308,489,901,1105
769,199,653,1161,1040,638,309,1148,1070,1317
753,953,656,991,324,517,303,-1,1033,1042
1111,719,658,746,629,561,315,848,801,794
778,36,661,434,334,654,304,787,947,810
659,289,659,1195,524,721,302,263,651,519
901,421,652,1294,1363,495,301,447,459,816
918,270,669,640,779,573,302,962,607,818
-231,170,668,967,1247,722,308,540,432,902
855,758,652,661,169,836,296,1122,1274,775
335,1345,656,705,807,1016,294,1044,957,1227
1057,844,661,1098,795,1040,303,1291,970,1272
827,572,670,376,593,700,298,468,593,589
1122,40,668,724,771,370,312,331,741,707
843,186,657,211,745,1198,311,995,675,667
602,814,661,895,1121,918,301,556,901,457
241,8,671,1144,983,704,300,456,518,1033
447,1202,670,354,541,742,308,524,651,477
-49,85,661,585,774,705,300,828,1026,395
339,832,663,822,875,975,300,703,764,902
208,985,658,661,925,641,292,896,437,634
1201,382,654,854,568,384,299,1003,752,876
413,977,660,1110,1145,668,291,983,825,689
1008,403,669,346,778,750,299,1262,1045,920
1130,622,661,1163,232,644,291,522,609,995
410,375,662,551,666,602,292,437,908,622
824,444,669,958,964,673,284,722,691,772
525,435,658,1017,407,437,288,1131,746,763
785,186,661,557,1386,710,278,1317,670,808
489,1221,658,813,597,966,279,787,1314,1613
875,779,654,980,1117,674,283,769,1127,535
24,727,662,770,872,720,268,737,1019,829
994,585,661,800,871,789,258,463,1050,1117
789,1327,664,809,671,668,268,722,636,1231
449,650,662,686,1390,725,262,940,945,795
565,689,667,960,329,753,268,553,633,647
-29,139,663,825,833,863,266,1422,720,1156
1155,914,661,1230,1043,721,256,866,430,862
973,197,663,606,854,1035,250,1395,1074,548
70,707,666,1200,766,806,265,633,729,651
374,905,662,90,170,783,255,741,426,1094
698,432,670,1105,639,558,255,496,542,1143
328,-166,670,933,1055,891,250,670,820,1036
660,503,663,748,262,831,258,817,891,744
-181,962,661,1030,1436,675,264,703,630,870
814,434,672,690,420,952,251,975,972,1471
424,804,662,638,676,913,257,1175,1112,547
779,610,663,1031,1196,983,255,1109,858,933
311,1046,658,1058,599,762,263,1172,595,1162
373,497,663,1061,405,612,272,1057,906,1392
899,847,668,767,675,779,262,952,1000,1120
659,460,663,908,1322,778,278,641,974,750
698,898,662,664,732,980,289,585,775,697
1086,197,661,607,725,932,281,787,1204,313
615,462,660,713,868,820,286,688,759,624
680,571,653,872,812,946,291,1056,1075,1039
3,518,662,508,327,639,296,498,752,862
1236,704,657,913,724,756,306,703,708,1413
943,222,666,1006,964,528,302,566,1037,836
1099,397,664,841,1108,633,292,411,832,756
356,748,662,391,1192,752,302,809,717,1257
825,364,672,572,874,712,311,1027,900,470
429,904,654,1112,691,547,304,584,705,1153
770,1325,665,838,423,435,311,570,557,1063
588,1060,662,553,291,430,321,644,924,1002
480,657,658,942,1531,523,317,796,367,1443
476,427,664,557,843,720,314,373,1145,622
459,667,662,1077,912,1040,316,978,808,619
424,830,657,1096,975,510,311,1074,642,1405
547,396,670,765,396,829,317,782,795,570
472,815,662,993,998,743,324,381,836,1178
624,757,669,422,596,722,316,1245,793,418
856,247,654,741,336,319,331,847,636,1190
579,1027,658,762,1212,671,327,434,1509,997
636,489,657,733,-10,628,329,1202,1175,1151
319,429,662,517,169,530,338,904,1138,1014
1121,414,659,733,450,1110,328,877,826,924
1093,816,659,889,1443,589,338,337,844,867
1309,239,661,416,402,847,338,1060,931,1014
746,492,662,869,1152,671,348,707,396,1059
537,576,668,417,605,592,349,705,873,1115
-80,516,665,914,934,948,338,2,1207,974
742,622,659,723,354,758,356,741,978,613
735,426,657,905,273,963,354,562,1153,890
795,698,656,845,1139,833,342,1357,1162,1079
385,734,662,773,1124,793,351,652,672,1195
960,252,654,404,795,469,344,1120,781,631
302,678,656,834,332,752,356,1288,477,701
754,513,661,1178,546,947,365,397,1048,1301
496,359,671,1044,843,891,359,53,806,759
476,654,663,505,494,884,362,420,1182,1111
692,757,661,710,777,611,372,467,470,1006
161,484,662,883,715,773,373,522,986,793
904,300,668,230,1339,834,379,476,622,990
791,1005,654,1144,971,599,372,1439,752,396
92,372,663,1173,456,731,377,779,857,1075
837,558,662,1059,603,528,385,985,817,786
661,861,670,646,543,658,385,768,806,1145
1073,525,660,1098,522,582,383,899,1238,345
1577,1222,666,484,507,930,383,261,908,335
-24,793,659,479,753,742,385,1135,959,831
443,1489,665,197,1308,898,376,832,945,875
1059,880,667,491,799,536,382,266,1053,941
1060,357,656,685,808,661,374,710,874,1152
695,1063,671,1019,620,938,374,746,795,688
636,1063,667,267,831,928,377,297,483,1070
1184,766,665,497,667,1076,367,510,1099,890
164,780,668,774,947,795,365,473,668,710
797,1071,660,431,709,750,373,770,1258,472
1351,1055,665,554,750,688,364,1155,416,1306
357,1164,674,1003,587,610,374,312,799,911
510,634,660,415,446,684,356,247,530,627
929,428,656,1049,1136,858,373,1024,671,538
104,244,665,802,1176,902,363,656,1421,1093
1053,106,673,976,887,874,359,517,1005,689
912,534,668,885,523,662,367,22,622,875
292,470,666,406,988,363,361,498,820,481
391,769,659,1306,1017,597,361,697,823,1021
1018,1005,666,333,1140,708,353,449,694,820
1091,863,657,636,588,539,362,692,1236,1023
515,592,661,952,595,1058,354,135,645,1108
666,1086,664,478,1000,929,359,609,439,807
1338,76,666,701,789,502,350,390,687,725
262,371,667,527,1215,591,340,571,687,1021
51,825,663,316,955,631,336,850,968,701
142,141,677,438,1085,627,337,1421,994,665
778,1498,665,697,974,830,338,706,448,1026
308,659,667,1033,624,688,328,790,802,837
697,19,669,379,851,721,325,820,1191,1214
265,-167,658,433,880,903,326,665,414,846
848,781,675,880,404,674,329,384,802,886
155,845,667,257,616,693,320,553,886,1183
430,543,674,427,1007,882,325,793,1299,892
811,1128,659,932,1101,1081,330,1529,628,1037
500,678,668,943,622,528,325,1092,788,880
641,1116,662,720,739,982,323,805,702,1046
345,519,677,1304,481,798,322,619,1172,1175
986,405,664,685,626,587,327,471,1489,1012
819,280,668,832,638,468,316,646,1131,1263
672,775,673,696,457,542,307,898,698,711
739,571,661,727,761,672,310,1291,694,906
1707,379,663,200,637,499,306,754,538,1057
483,849,671,662,1041,895,312,692,874,775
1322,500,669,244,1123,734,302,727,701,1434
1247,676,676,943,674,618,305,220,1154,726
612,628,673,1232,1395,876,307,1296,530,922
0,450,665,1093,600,501,294,727,504,1003
143,111,670,858,1068,971,285,752,422,777
819,-40,662,945,309,647,275,682,994,742
723,383,661,1171,840,646,290,740,908,639
229,669,678,745,1199,835,288,890,1078,776
963,218,663,580,738,720,291,795,862,934
8,1009,670,709,759,775,283,317,871,542
856,938,678,507,996,466,293,789,982,601
896,74,675,517,565,836,275,1177,735,1063
1258,234,674,764,667,673,277,374,688,742
1019,413,673,733,535,673,286,945,535,1097
308,406,674,441,549,672,283,1279,738,1070
744,976,670,896,946,789,273,244,542,817
205,353,664,999,458,867,271,388,626,869
243,468,670,573,761,1138,274,464,942,1116
263,560,680,752,1354,752,264,1258,737,925
765,206,667,914,871,804,269,682,779,771
826,224,666,911,952,758,279,1041,772,804
821,244,671,815,459,702,268,672,1102,601
721,994,775,1199,519,660,255,660,658,1177
382,895,773,348,859,874,247,696,602,896
1023,65,769,1278,685,748,254,398,847,830
900,609,765,502,1052,969,262,612,842,544
-9,99,775,406,1016,708,256,536,697,722
437,717,784,682,531,650,263,616,986,1130
886,752,781,698,1250,687,257,807,979,1175
629,657,768,643,316,969,258,786,1011,1042
-59,839,772,688,612,534,261,886,914,811
993,930,778,700,1034,565,271,953,838,766
1142,794,773,617,1032,861,262,986,551,1045
881,1307,772,892,898,646,277,539,587,821
400,-60,770,534,681,748,279,905,747,685
1019,1117,784,1012,342,610,263,1148,547,654
456,278,770,608,884,837,274,813,912,743
-76,496,780,1131,509,636,277,735,936,709
1336,1129,771,640,1148,758,278,1283,857,453
717,826,775,348,1088,636,280,716,969,670
706,172,771,743,748,511,279,510,436,131
337,667,774,883,579,395,270,1608,778,370
1077,208,780,872,1047,791,279,653,809,1361
793,306,776,841,431,597,284,550,685,1199
249,239,780,699,865,698,271,1009,826,668
184,740,780,392,541,985,276,443,967,730
1135,246,782,1169,389,833,275,-225,1000,697
680,799,774,619,1240,594,283,1034,498,627
447,574,782,344,859,771,276,707,365,1138
1239,454,781,939,475,625,286,1001,863,918
908,545,778,1291,656,648,283,799,568,673
567,412,772,870,460,881,289,726,729,1001
1055,538,772,864,1188,599,288,960,609,1111
1206,574,787,562,948,542,291,499,560,736
462,674,782,1183,1285,921,300,1156,1386,1229
603,378,776,687,924,935,309,-86,620,1132
993,664,792,970,10,607,309,579,787,838
1409,566,789,691,157,939,301,886,786,475
580,667,775,767,373,736,291,669,1003,929
-114,723,779,503,441,841,308,279,886,496
731,330,784,539,129,648,317,959,371,702
744,862,788,634,743,872,309,1400,589,752
188,517,794,641,805,995,314,778,498,558
1183,390,785,511,1008,718,315,243,571,977
984,886,785,848,845,986,317,1066,819,959
918,697,779,706,1052,883,322,747,1239,782
1106,903,785,827,779,550,331,596,619,567
178,563,783,554,792,434,324,789,943,615
613,426,792,549,1072,850,331,911,321,710
774,851,789,600,1235,522,331,711,928,1405
637,1189,785,681,849,684,341,1202,386,1292
461,264,783,1046,953,1121,350,501,933,870
986,339,785,812,508,790,331,349,992,944
406,206,778,375,1504,789,351,1283,993,610
950,479,790,928,790,842,350,548,762,1027
580,701,775,715,347,498,351,683,909,1172
610,1203,785,1241,629,650,342,1124,655,540
-92,749,794,612,1247,1159,334,1454,504,1227
524,653,785,1055,738,956,334,982,1068,545
333,276,776,712,1194,488,341,1234,420,1253
1301,627,789,416,1023,445,351,1102,600,823
392,506,785,296,978,380,361,337,475,1011
1143,834,776,600,627,855,355,656,1019,956
249,578,784,635,1097,650,352,354,634,1149
687,-138,787,95,846,574,362,1087,581,1032
279,1093,789,528,483,947,369,437,1089,1354
-15,224,785,829,1029,626,359,733,1102,859
659,486,785,1053,98,659,352,924,1257,986
873,721,777,425,1141,827,356,912,582,809
900,375,788,898,818,810,368,1275,952,710
884,552,784,390,887,709,365,1137,942,822
268,130,785,1021,773,947,355,714,1126,1091
1155,586,793,511,650,807,347,1223,658,916
995,1128,793,503,359,676,362,840,802,862
583,591,779,394,843,767,357,233,836,988
735,598,778,943,956,523,362,531,1263,623
612,665,790,1034,1112,828,362,552,1133,1158
828,248,785,741,681,687,352,468,785,771
330,681,776,641,554,1017,361,137,1096,1274
539,162,783,390,838,677,362,617,636,888
994,845,778,343,527,689,358,908,472,698
453,1004,785,765,577,630,350,516,981,672
975,175,779,663,752,860,352,804,1129,956
845,520,782,159,1325,803,341,867,470,598
1039,425,791,511,1010,783,346,1023,587,732
627,351,790,560,473,639,350,247,847,1150
1105,496,792,152,815,815,347,850,589,746
708,310,785,746,532,624,339,1349,705,1028
1179,1270,793,1019,655,787,345,498,1164,735
812,176,793,871,687,252,349,1548,782,413
476,937,776,464,1117,585,341,717,739,911
1843,685,790,446,875,565,349,527,981,1046
232,808,787,622,756,868,338,871,882,759
560,750,783,845,1122,408,327,1064,703,867
267,138,778,125,533,678,336,520,994,959
1008,340,776,1045,963,789,337,819,873,1096
581,629,788,396,677,676,323,650,625,1508
450,469,775,705,1244,1001,328,531,933,894
986,810,785,488,1065,602,322,285,644,814
473,1029,781,667,781,779,311,342,1355,441
1127,128,784,958,917,507,302,391,666,796
709,479,783,1096,926,1214,306,818,926,1133
653,888,786,484,1059,553,302,1125,816,1184
-34,592,780,3,725,808,293,323,1215,787
1142,459,778,784,796,860,286,258,851,851
920,68,789,539,879,632,284,472,1031,917
793,547,780,717,582,737,292,530,424,626
1303,925,772,729,584,582,291,1000,704,687
1045,778,771,598,1049,683,284,629,409,1238
1113,150,773,482,1087,523,295,743,1012,641
775,-146,787,907,788,825,286,732,1221,1327
537,136,780,844,834,730,278,879,761,757
199,579,774,397,458,556,277,670,1262,1164
320,22,786,713,1165,482,279,784,707,1274
1187,829,781,707,239,797,284,926,870,1096
397,623,780,419,894,827,275,646,755,812
843,707,779,720,723,643,265,808,626,895
471,729,787,615,578,791,272,1271,570,1391
533,-6,773,800,972,859,264,947,898,1355
632,352,785,791,1570,542,263,659,828,392
1065,845,784,1039,753,770,261,829,981,622
1078,212,778,719,938,963,270,943,1274,556
-3,1206,780,823,927,870,267,-32,1380,634
509,575,769,348,264,629,261,626,605,1032
961,467,782,755,961,654,272,286,1297,979
936,669,785,863,974,804,276,1144,1268,481
-56,-14,781,703,684,920,262,835,651,838
852,216,782,630,625,883,267,364,1144,901
1008,22,778,626,1015,314,277,985,652,743
439,395,786,931,1421,643,275,684,814,877
236,695,787,753,1179,605,286,1050,751,739
1266,877,778,969,1001,488,278,296,1000,894
702,373,773,536,994,810,282,672,1136,598
882,542,786,638,1340,1053,282,903,448,816
-83,446,788,778,1057,682,288,986,164,775
395,-39,775,247,773,565,288,197,831,788
1197,921,768,706,371,1275,273,522,768,1154
356,1281,777,640,943,644,280,819,628,294
217,575,779,752,1097,962,290,1152,629,1432
980,896,785,971,947,684,285,924,1124,664
514,1488,774,1103,609,847,288,701,845,673
339,481,780,860,714,713,297,935,856,1198
329,832,783,925,786,820,298,376,1288,504
543,820,774,1019,1467,596,307,752,1023,1149
532,238,780,740,957,613,298,434,763,1080
769,908,781,864,993,811,292,1220,396,518
529,438,785,411,277,811,304,782,943,1535
297,433,788,865,488,839,289,794,705,1117
414,562,784,1041,859,795,305,700,1273,749
1380,475,780,899,782,623,316,385,1025,603
868,726,771,700,1182,853,313,988,769,925
1373,599,773,759,757,772,311,1146,1411,369
1028,595,770,509,230,439,311,869,1103,1350
594,586,772,405,980,818,319,375,599,964
481,441,780,868,1266,963,326,778,602,646
186,801,776,1240,667,877,322,1280,1018,606
-122,-69,788,538,1180,800,325,946,645,906
-74,430,772,718,383,845,318,500,756,1064
599,842,778,677,720,776,333,849,657,648
1030,602,771,322,918,645,318,1010,736,492
765,149,786,707,1369,521,319,639,1097,605
1241,5,780,710,1132,920,328,170,1063,1121
358,204,772,985,773,780,327,779,929,946
1081,-51,786,683,601,898,331,483,919,839
823,294,770,1157,745,786,332,330,908,318
455,921,786,1052,766,627,324,1175,472,469
291,493,781,792,439,798,333,728,979,741
984,161,779,289,971,914,334,1024,874,834
28,443,774,851,1075,859,331,1050,755,1122
1150,863,782,345,452,802,332,425,1226,800
489,887,781,758,830,712,342,759,900,899
421,578,782,380,696,438,332,1070,998,1177
